Record,Location,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,longitude,latitude
2017000118,AIRPORT PKWY btwn RAMP & RAMP (2),2017,11/9/2017,17:06:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.6819241,45.37352851
2017000119,AIRPORT PKWY btwn RAMP & RAMP (4),2017,5/19/2017,0:07:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.65125735,45.33235132
2017000120,AIRPORT PKWY btwn RAMP & RAMP (4),2017,7/2/2017,15:20:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.65147135,45.33165463
2017000121,AIRPORT PKWY btwn RAMP & RAMP (4),2017,8/23/2017,19:26:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,-75.65139471,45.33191201
2017000122,AIRPORT PKWY btwn RAMP & RAMP (4),2017,8/30/2017,16:39:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.65118579,45.33262409
2017000123,AIRPORT PKWY btwn RAMP & RAMP (4),2017,2/13/2017,7:51:00,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,-75.6516727,45.33581024
2017000124,AIRPORT PKWY btwn RAMP & RAMP (4),2017,3/24/2017,8:08:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.65151478,45.3316851
2017000125,AIRPORT PKWY btwn RAMP & RAMP (4),2017,12/16/2017,16:24:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement,-75.65157445,45.33147455
2017000126,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,2017,7/17/2017,15:21:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.66991969,45.3690274
2017000127,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,2017,7/31/2017,10:44:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.6684305,45.3681598
2017000128,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,2017,9/27/2017,15:48:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.66772629,45.36760677
2017000129,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,2017,3/21/2017,7:02:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.6668934,45.36689152
2017000130,AIRPORT PKWY SB ON RAMPS @ HUNT CLUB RD,2017,5/31/2017,9:02:00,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.65499987,45.34949395
2017000131,AIRPORT PKWY/ALERT/UPLANDS/LESTER/RAMP62 btwn LESTER RD & AIRPORT PKWY,2017,11/22/2017,14:32:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.65162937,45.33136803
2017000132,AIRPORT PKWY/BRONSON/HERON RAMP 24 @ BRONSON A,2017,8/7/2017,11:35:00,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,-75.68418846,45.37762624
2017000133,AIRPORT PKWY/BROOKFIELD RD @ FLANNERY DR/AIRPORT PKWY RAMPS 52A/53,2017,1/26/2017,8:49:00,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.68421061,45.37367232
2017000134,AIRPORT PKWY/WALKLEY RD NB OFF RAMP @ WALKLEY RD,2017,2/8/2017,11:18:00,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66664034,45.36903446
2017000135,AKERSON RD @ MICHAEL COWPLAND DR,2017,8/22/2017,9:48:00,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.87389596,45.28439045
2017000136,AKERSON RD btwn BARRICK HILL RD & MICHAEL COWPLAND DR,2017,8/14/2017,12:02:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching,-75.8735946,45.28374997
2017000137,AKERSON RD/CARRONBRIDGE CIR @ COPE DR,2017,9/21/2017,17:35:00,01 - Clear,01 - Dry,10 - No control,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.86794574,45.28049594
2017000138,ALADDIN LANE @ ALBION RD,2017,2/15/2017,0:04:00,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.63508401,45.34000821
2017000139,ALASKEN DR @ KELLY FARM DR,2017,10/20/2017,9:09:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.59910626,45.31566359
2017000140,ALASKEN DR btwn KELLY FARM DR & NO NAME,2017,6/23/2017,0:00:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,-75.59825198,45.31598659
2017000141,ALBANY DR btwn EDGELAND PL & AGINCOURT RD,2017,1/20/2017,0:00:00,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,-75.75336369,45.36344882
2017000142,ALBERNI ST btwn SUNRIDGE LANE & DEEVY ST,2017,10/21/2017,13:32:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,-75.75090006,45.27660848
2017000143,ALBERT ST @ BANK ST,2017,6/16/2017,23:51:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,-75.70029209,45.41995665
2017000144,ALBERT ST @ BANK ST,2017,7/5/2017,8:09:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.7003003,45.41995161
2017000145,ALBERT ST @ BANK ST,2017,10/10/2017,9:40:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.70030893,45.41997482
2017000146,ALBERT ST @ BANK ST,2017,1/11/2017,9:39:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,-75.70029628,45.41995671
2017000147,ALBERT ST @ BANK ST,2017,11/26/2017,10:25:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.70029637,45.41995666
2017000148,ALBERT ST @ BAY ST,2017,9/21/2017,22:48:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,-75.70599765,45.41748336
2017000149,ALBERT ST @ BAY ST,2017,1/23/2017,21:30:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.70600553,45.41747946
2017000150,ALBERT ST @ BOOTH ST,2017,6/2/2017,14:35:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.7126276,45.4128644
2017000151,ALBERT ST @ BOOTH ST,2017,5/11/2017,9:18:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71261897,45.41287036
2017000152,ALBERT ST @ BOOTH ST,2017,7/11/2017,16:40:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.71263614,45.41286446
2017000153,ALBERT ST @ BOOTH ST,2017,8/27/2017,22:59:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.71261734,45.4128597
2017000154,ALBERT ST @ BOOTH ST,2017,7/10/2017,22:55:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.71260188,45.41287024
2017000155,ALBERT ST @ BOOTH ST,2017,7/23/2017,15:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71263495,45.41287253
2017000156,ALBERT ST @ BOOTH ST,2017,9/14/2017,7:50:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.71261106,45.41287669
2017000157,ALBERT ST @ BOOTH ST,2017,10/31/2017,16:27:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71261042,45.4128703
2017000158,ALBERT ST @ BOOTH ST,2017,12/12/2017,9:21:00,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71262321,45.41287254
2017000159,ALBERT ST @ BOOTH ST,2017,11/17/2017,22:04:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.71263589,45.41288251
2017000160,ALBERT ST @ BOOTH ST,2017,12/7/2017,20:51:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.71261734,45.4128597
2017000161,ALBERT ST @ BOOTH ST,2017,2/3/2017,15:41:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71261351,45.41288045
2017000162,ALBERT ST @ BOOTH ST,2017,1/20/2017,8:59:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71262324,45.41287039
2017000163,ALBERT ST @ BOOTH ST,2017,2/9/2017,9:10:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71261379,45.41286019
2017000164,ALBERT ST @ BOOTH ST,2017,2/15/2017,10:54:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71263597,45.41287649
2017000165,ALBERT ST @ BOOTH ST,2017,3/14/2017,13:45:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.71262735,45.41288245
2017000166,ALBERT ST @ BOOTH ST,2017,4/3/2017,13:13:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71261351,45.41288045
2017000167,ALBERT ST @ BOOTH ST,2017,12/23/2017,14:08:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71261728,45.41286396
2017000168,ALBERT ST @ BRICKHILL ST,2017,9/8/2017,15:31:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,-75.71007887,45.41442055
2017000169,ALBERT ST @ BRONSON AVE,2017,6/13/2017,16:39:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.70859663,45.41636411
2017000170,ALBERT ST @ COMMISSIONER ST,2017,5/17/2017,15:30:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.70893454,45.41596148
2017000171,ALBERT ST @ COMMISSIONER ST,2017,10/12/2017,11:45:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70892625,45.41594336
2017000172,ALBERT ST @ COMMISSIONER ST,2017,3/30/2017,9:18:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,-75.70893463,45.41595546
2017000173,ALBERT ST @ COMMISSIONER ST,2017,12/23/2017,12:11:00,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70892674,45.41596004
2017000174,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,5/5/2017,9:55:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.69431396,45.42250629
2017000175,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,10/28/2017,21:18:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.69431387,45.42251231
2017000176,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,10/15/2017,12:00:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69431139,45.42249644
2017000177,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,10/15/2017,11:58:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.69432316,45.42250731
2017000178,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,11/22/2017,20:28:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.69433088,45.42251845
2017000179,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,11/10/2017,11:48:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.69429864,45.42250507
2017000180,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,1/27/2017,10:07:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.69431823,45.42250632
2017000181,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,4/16/2017,1:19:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.69431778,45.42250433
2017000182,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,4/7/2017,9:27:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.69431387,45.42251231
2017000183,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,4/14/2017,16:01:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,-75.6943232,45.42250438
2017000184,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,2017,2/27/2017,11:12:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.69430532,45.42251225
2017000185,ALBERT ST @ EMPRESS AVE,2017,9/19/2017,15:32:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71072069,45.41370096
2017000186,ALBERT ST @ EMPRESS AVE,2017,11/8/2017,12:58:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71071459,45.41370092
2017000187,ALBERT ST @ EMPRESS AVE,2017,3/1/2017,12:00:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71071103,45.41370642
2017000188,ALBERT ST @ EMPRESS AVE,2017,3/13/2017,9:31:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71071631,45.4137091
2017000189,ALBERT ST @ KENT ST (OTTAWA),2017,5/1/2017,16:15:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70241129,45.41904478
2017000190,ALBERT ST @ KENT ST (OTTAWA),2017,2/9/2017,2:17:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.70242619,45.41904173
2017000191,ALBERT ST @ KENT ST (OTTAWA),2017,4/19/2017,12:39:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.70240055,45.41904156
2017000192,ALBERT ST @ LYON ST,2017,9/12/2017,7:47:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.70446104,45.41814801
2017000193,ALBERT ST @ LYON ST,2017,4/21/2017,19:16:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70445302,45.41816213
2017000194,ALBERT ST @ METCALFE ST,2017,10/25/2017,13:13:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69636898,45.42164619
2017000195,ALBERT ST @ METCALFE ST,2017,9/29/2017,13:21:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.69636237,45.42164379
2017000196,ALBERT ST @ METCALFE ST,2017,12/4/2017,16:56:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,02 - Non-fatal injury,07 - SMV other,-75.69636671,45.4216389
2017000197,ALBERT ST @ METCALFE ST,2017,2/8/2017,9:30:00,01 - Clear,04 - Slush,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.6964096,45.42165031
2017000198,ALBERT ST @ METCALFE ST,2017,12/27/2017,17:15:00,04 - Freezing Rain,06 - Ice,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.69636253,45.42163242
2017000199,ALBERT ST @ O'CONNOR ST,2017,9/5/2017,18:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69832214,45.42081569
2017000200,ALBERT ST @ O'CONNOR ST,2017,9/17/2017,20:03:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.69834143,45.42080938
2017000201,ALBERT ST @ O'CONNOR ST,2017,9/16/2017,14:34:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69833514,45.42082223
2017000202,ALBERT ST @ O'CONNOR ST,2017,10/27/2017,7:38:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.69832485,45.42081571
2017000203,ALBERT ST @ O'CONNOR ST,2017,11/27/2017,8:12:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69833491,45.42081375
2017000204,ALBERT ST @ O'CONNOR ST,2017,3/14/2017,18:17:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,-75.69832888,45.42083262
2017000205,ALBERT ST @ PERKINS ST,2017,11/8/2017,10:58:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.7112688,45.41349404
2017000206,ALBERT ST @ PRESTON ST,2017,5/27/2017,18:21:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71607304,45.4114487
2017000207,ALBERT ST @ PRESTON ST,2017,6/6/2017,17:00:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.71606261,45.41144835
2017000208,ALBERT ST @ PRESTON ST,2017,7/7/2017,23:43:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.71606286,45.4114303
2017000209,ALBERT ST @ PRESTON ST,2017,9/29/2017,16:16:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.71608377,45.41144939
2017000210,ALBERT ST @ PRESTON ST,2017,1/4/2017,22:00:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.71604491,45.41145164
2017000211,ALBERT ST @ PRESTON ST,2017,4/13/2017,19:32:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.7160627,45.41144233
2017000212,ALBERT ST btwn BANK ST & O'CONNOR ST,2017,3/20/2017,15:13:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69847988,45.42073253
2017000213,ALBERT ST btwn BAY ST & LYON ST N,2017,5/25/2017,16:00:00,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.70557486,45.41764256
2017000214,ALBERT ST btwn BAY ST & LYON ST N,2017,12/28/2017,8:55:00,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.70525367,45.41780518
2017000215,ALBERT ST btwn BRONSON AVE & BAY ST,2017,6/16/2017,17:16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70664919,45.41719507
2017000216,ALBERT ST btwn BRONSON AVE & BAY ST,2017,9/14/2017,13:21:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.7065443,45.4172593
2017000217,ALBERT ST btwn BRONSON AVE & BAY ST,2017,12/3/2017,13:52:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70648637,45.41724562
2017000218,ALBERT ST btwn BRONSON AVE & BAY ST,2017,2/15/2017,8:58:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.70632686,45.41733558
2017000219,ALBERT ST btwn CITY CENTRE AVE & PRESTON ST,2017,3/9/2017,12:03:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.71642383,45.4112823
2017000220,ALBERT ST btwn KENT ST & BANK ST,2017,5/10/2017,22:47:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.70063876,45.41981192
2017000221,ALBERT ST btwn KENT ST & BANK ST,2017,2/2/2017,9:27:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.70120351,45.4195601
2017000222,ALBERT ST btwn LORNE AVE & PERKINS ST,2017,2/21/2017,17:44:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,-75.71145784,45.41340407
2017000223,ALBERT ST btwn LYON ST N & KENT ST,2017,3/24/2017,9:47:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.70295048,45.41879059
2017000224,ALBERT ST btwn METCALFE ST & ELGIN ST,2017,10/24/2017,8:41:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.69613508,45.42173833
